Datetime,Open,High,Low,Close,Adj Close,Volume
2015-05-26,475.19439697265625,513.7000122070312,515.0999755859375,509.0249938964844,512.2249755859375,2453172
2015-05-27,480.1664733886719,519.0750122070312,520.0,510.70001220703125,511.8999938964844,1609296
2015-05-28,476.1195068359375,514.7000122070312,521.8499755859375,511.1000061035156,519.5250244140625,4780580
2015-05-29,485.90179443359375,525.2750244140625,527.0,513.5750122070312,514.9749755859375,2529340
2015-06-01,479.2646484375,518.0999755859375,528.0,515.5,524.4749755859375,1920660
2015-06-02,466.5915222167969,504.3999938964844,520.1500244140625,502.45001220703125,519.2000122070312,2363004
2015-06-03,465.0882873535156,502.7749938964844,508.5,499.0,504.5,2912416
2015-06-04,469.4360656738281,507.4750061035156,508.92498779296875,497.5,504.42498779296875,2778794
2015-06-05,467.9559326171875,505.875,509.25,501.25,505.125,3376930
2015-06-08,464.1170349121094,501.7250061035156,506.125,497.7749938964844,502.125,1905998
2015-06-09,463.3769836425781,500.92498779296875,503.0,498.54998779296875,502.5,3020130
2015-06-10,469.73663330078125,507.79998779296875,509.5,498.5,499.0,3993124
2015-06-11,462.61383056640625,500.1000061035156,509.2749938964844,497.3500061035156,508.79998779296875,4547088
2015-06-12,466.7533874511719,504.57501220703125,505.42498779296875,495.07501220703125,500.5,3264172
2015-06-15,464.92645263671875,502.6000061035156,506.875,500.0,501.0,2999914
2015-06-16,466.4064636230469,504.20001220703125,505.2250061035156,498.5249938964844,500.0,3005262
2015-06-17,464.6952209472656,502.3500061035156,506.75,499.75,504.5,4843134
2015-06-18,471.58673095703125,509.79998779296875,511.8999938964844,501.125,502.95001220703125,4215858
2015-06-19,476.62823486328125,515.25,517.4749755859375,506.57501220703125,512.4000244140625,1871162
2015-06-22,484.3292236328125,523.5750122070312,528.4500122070312,514.25,516.0499877929688,2724826
2015-06-23,486.6186828613281,526.0499877929688,530.5999755859375,521.25,526.0,2827590
2015-06-24,483.704833984375,522.9000244140625,528.9000244140625,521.3499755859375,527.0,3133698
2015-06-25,492.585205078125,532.5,535.4249877929688,521.3250122070312,524.125,8286784
2015-06-26,491.5906982421875,531.4249877929688,535.4749755859375,525.75,533.5,2823752
2015-06-29,488.72314453125,528.3250122070312,530.875,515.25,522.4500122070312,3243918
2015-06-30,493.5796813964844,533.5750122070312,536.0,524.0,526.125,3645068
2015-07-01,495.9847106933594,536.1749877929688,538.5,530.0250244140625,530.6749877929688,2485594
2015-07-02,493.1188049316406,529.0999755859375,533.8499755859375,527.8250122070312,532.5,2241722
2015-07-03,500.59814453125,537.125,538.0750122070312,527.0250244140625,527.0250244140625,2019644
2015-07-06,504.9085693359375,541.75,542.5,530.125,532.0250244140625,1633890
2015-07-07,506.46966552734375,543.4249877929688,545.75,539.25,539.25,2070736
2015-07-08,498.08172607421875,534.4249877929688,540.2999877929688,533.0,539.5499877929688,2700338
2015-07-09,500.50494384765625,537.0250244140625,538.4500122070312,530.0499877929688,531.3499755859375,1398982
2015-07-10,508.2870788574219,545.375,547.5,534.25,534.9000244140625,2450044
2015-07-13,510.8034362792969,548.0750122070312,552.9500122070312,542.5,542.5,3538042
2015-07-14,508.7995910644531,545.9249877929688,550.9500122070312,543.0,547.75,2837058
2015-07-15,511.0597229003906,548.3499755859375,550.7249755859375,545.4000244140625,546.5,1924702
2015-07-16,519.44775390625,557.3499755859375,559.5,549.0499877929688,549.4000244140625,3655212
2015-07-17,517.513916015625,555.2750244140625,560.875,552.7999877929688,559.7000122070312,1755494
2015-07-20,519.7040405273438,557.625,559.5,553.5,557.9749755859375,2275634
2015-07-21,511.68890380859375,549.0250244140625,564.0,546.5499877929688,558.2750244140625,5514068
2015-07-22,519.3079833984375,557.2000122070312,558.5250244140625,544.3250122070312,548.2000122070312,3643200
2015-07-23,516.2789916992188,553.9500122070312,558.3499755859375,550.0499877929688,556.4500122070312,2541586
2015-07-24,516.255615234375,553.9249877929688,557.5,550.25,551.5750122070312,2380504
2015-07-27,510.6636657714844,547.9249877929688,552.25,535.0,551.9500122070312,1664286
2015-07-28,516.5585327148438,554.25,556.9500122070312,546.2249755859375,547.0,3172836
2015-07-29,516.4886474609375,554.1749877929688,558.9500122070312,552.5250244140625,552.5499877929688,1971516
2015-07-30,517.513916015625,555.2750244140625,558.5,550.5499877929688,553.5,4731094
2015-07-31,518.0263671875,555.8250122070312,560.5,551.5,557.7999877929688,2824750
2015-08-03,510.4539489746094,547.7000122070312,558.75,546.7249755859375,556.375,2172864
2015-08-04,506.2833557128906,543.2249755859375,551.0,540.9749755859375,549.0499877929688,2695464
2015-08-05,508.9627380371094,546.0999755859375,548.8499755859375,542.5999755859375,546.0750122070312,2061390
2015-08-06,510.7102355957031,547.9749755859375,550.6749877929688,542.7249755859375,545.9500122070312,1871856
2015-08-07,509.1724853515625,546.3250122070312,548.75,544.2999877929688,546.9749755859375,1613570
2015-08-10,510.1044616699219,547.3250122070312,552.9749755859375,544.0,547.5,1977188
2015-08-11,510.127685546875,547.3499755859375,549.4249877929688,542.125,547.5250244140625,1363844
2015-08-12,498.8273620605469,535.2249755859375,547.4500122070312,533.8499755859375,544.2000122070312,3002870
2015-08-13,502.1358947753906,538.7750244140625,541.3499755859375,533.2999877929688,538.5,1732526
2015-08-14,513.4363403320312,550.9000244140625,551.8250122070312,539.9500122070312,541.5499877929688,1800830
2015-08-17,508.63653564453125,545.75,550.9000244140625,537.9000244140625,549.5250244140625,1250106
2015-08-18,506.23663330078125,543.1749877929688,548.0499877929688,539.2249755859375,545.7999877929688,928658
2015-08-19,504.13970947265625,540.9249877929688,543.5,537.5,542.4249877929688,1502288
2015-08-20,500.80780029296875,537.3499755859375,542.375,534.0,534.0,1522426
2015-08-21,494.5634460449219,530.6500244140625,536.4749755859375,525.5,532.0,3879486
2015-08-24,474.8750305175781,509.5249938964844,522.3499755859375,505.625,522.3499755859375,7343164
2015-08-25,474.59539794921875,509.2250061035156,516.1500244140625,502.8500061035156,512.3499755859375,6173960
2015-08-26,472.28875732421875,506.75,514.5,504.5,508.70001220703125,2786500
2015-08-27,476.29632568359375,511.04998779296875,517.2249755859375,504.54998779296875,512.5,6936716
2015-08-28,479.0223693847656,513.9749755859375,521.375,509.70001220703125,515.5250244140625,2776568
2015-08-31,478.7893981933594,513.7249755859375,516.4500122070312,507.7749938964844,510.54998779296875,1720730
2015-09-01,466.0443420410156,500.04998779296875,510.6499938964844,496.5,510.6499938964844,5234572
2015-09-02,463.7376708984375,497.57501220703125,506.9750061035156,492.5,502.54998779296875,4340844
2015-09-03,470.7975158691406,505.1499938964844,507.5,499.5,501.1499938964844,3253684
2015-09-04,464.15704345703125,498.0249938964844,503.0,490.0,501.1000061035156,5702296
2015-09-07,458.7514953613281,492.2250061035156,504.8999938964844,490.0,500.5,2690870
2015-09-08,467.8850402832031,502.0249938964844,505.0,488.5,493.3500061035156,3722244
2015-09-09,473.59356689453125,508.1499938964844,512.5,502.5,507.25,3276560
2015-09-10,471.1237487792969,505.5,508.4750061035156,498.1499938964844,501.5,2231870
2015-09-11,470.8907470703125,505.25,510.0,503.3999938964844,507.25,2150880
2015-09-14,475.1779479980469,509.8500061035156,511.1499938964844,501.75,504.42498779296875,2530172
2015-09-15,472.1256103515625,506.57501220703125,509.82501220703125,504.04998779296875,508.9750061035156,2166364
2015-09-16,476.8788146972656,511.67498779296875,514.0499877929688,505.7749938964844,509.45001220703125,2127026
2015-09-18,489.18115234375,524.875,531.0,515.5750122070312,517.5,3920584
2015-09-21,490.67236328125,526.4749755859375,527.5,518.1749877929688,518.9749755859375,2138344
2015-09-22,480.2806701660156,515.3250122070312,530.0,512.6500244140625,525.0250244140625,3012606
2015-09-23,488.92486572265625,524.5999755859375,526.7249755859375,509.32501220703125,509.6000061035156,2580576
2015-09-24,489.9500427246094,525.7000122070312,527.0,518.0,523.5,4126418
2015-09-28,487.6200866699219,523.2000122070312,530.0,521.5499877929688,527.5,2888554
2015-09-29,496.1944885253906,532.4000244140625,536.9500122070312,512.5499877929688,516.0,5209420
2015-09-30,498.05841064453125,534.4000244140625,536.5,530.6749877929688,534.0,4513898
2015-10-01,497.5225830078125,533.8250122070312,538.4500122070312,529.6749877929688,537.5999755859375,2517394
2015-10-05,511.8287048339844,549.1749877929688,552.4000244140625,538.5999755859375,538.5999755859375,4026686
2015-10-06,506.0502624511719,542.9749755859375,553.9500122070312,541.5,553.5,2379482
2015-10-07,506.8890686035156,543.875,549.1749877929688,541.6749877929688,544.0,2193134
2015-10-08,504.7221984863281,541.5499877929688,545.3499755859375,537.7000122070312,544.0499877929688,1940954
2015-10-09,506.1434326171875,543.0750122070312,547.5,540.0999755859375,547.5,1721614
2015-10-12,503.53387451171875,540.2750244140625,547.75,538.9000244140625,543.8499755859375,1108670
2015-10-13,501.57659912109375,538.1749877929688,541.0750122070312,536.5999755859375,537.7750244140625,911826
2015-10-14,505.49114990234375,542.375,543.25,533.5250244140625,534.4000244140625,1374574
2015-10-15,505.2115173339844,542.0750122070312,548.25,540.5,542.8499755859375,1962976
2015-10-16,512.6209106445312,550.0250244140625,550.75,542.5,545.0,2421844
2015-10-19,511.5724182128906,548.9000244140625,551.0499877929688,547.1500244140625,550.0,1327110
2015-10-20,510.220947265625,547.4500122070312,551.4500122070312,545.5999755859375,549.0,1925678
2015-10-21,510.2675476074219,547.5,552.0,542.5,549.4500122070312,3636602
2015-10-23,516.5585327148438,554.25,556.8499755859375,548.0,549.7249755859375,2233524
2015-10-26,513.2965698242188,550.75,557.0999755859375,548.5,556.9749755859375,2443992
2015-10-27,517.6769409179688,555.4500122070312,557.0,547.7750244140625,547.7750244140625,4492016
2015-10-28,517.9566650390625,555.75,562.0,552.5250244140625,552.5250244140625,3847380
2015-10-29,514.2518920898438,551.7750244140625,557.25,550.0,555.0,3351184
2015-10-30,512.4111328125,549.7999877929688,556.0,545.2249755859375,551.0,4048730
2015-11-02,504.7221984863281,541.5499877929688,547.9500122070312,538.25,547.5250244140625,1578276
2015-11-03,505.56097412109375,542.4500122070312,546.0,539.5999755859375,545.4749755859375,1274296
2015-11-04,504.0697021484375,540.8499755859375,549.0499877929688,539.125,545.0250244140625,1348222
2015-11-05,503.2076721191406,539.9249877929688,541.5,534.75,539.25,1798476
2015-11-06,503.6969909667969,540.4500122070312,544.5,537.625,540.3499755859375,2940502
2015-11-09,496.1944885253906,532.4000244140625,534.8250122070312,525.5,529.0,5714716
2015-11-10,491.441162109375,527.2999877929688,532.5,526.2249755859375,530.0250244140625,2201290
2015-11-13,490.25299072265625,526.0250244140625,527.5,520.5,524.7000122070312,1970014
2015-11-16,494.40032958984375,530.4749755859375,532.5,522.625,524.375,2367366
2015-11-17,494.33038330078125,530.4000244140625,531.9000244140625,525.5999755859375,531.6500244140625,1283702
2015-11-18,488.6452331542969,524.2999877929688,532.9249877929688,523.1500244140625,530.8499755859375,1223360
2015-11-19,498.1050109863281,534.4500122070312,535.4749755859375,524.7999877929688,527.5,1638840
2015-11-20,499.0137634277344,535.4249877929688,540.125,530.0,532.4500122070312,2324080
2015-11-23,496.7770080566406,533.0250244140625,537.75,529.5250244140625,537.0,1704140
2015-11-24,495.9847106933594,532.1749877929688,536.75,531.0499877929688,532.625,2001126
2015-11-26,495.79827880859375,531.9749755859375,533.5,525.5499877929688,529.5,4395742
2015-11-27,502.998046875,539.7000122070312,541.0999755859375,530.4749755859375,532.4249877929688,3462536
2015-11-30,502.22918701171875,538.875,540.5,534.8499755859375,539.5999755859375,2623888
2015-12-01,504.67559814453125,541.5,542.4500122070312,536.75,538.5250244140625,947666
2015-12-02,502.2524108886719,538.9000244140625,546.3499755859375,535.9249877929688,545.0,1281142
2015-12-03,501.7630615234375,538.375,540.5,533.6500244140625,536.25,1903856
2015-12-04,493.4450988769531,529.4500122070312,536.7999877929688,528.0,536.7999877929688,2929914
2015-12-07,494.8663330078125,530.9749755859375,535.5499877929688,530.5499877929688,534.0999755859375,2907404
2015-12-08,488.9481201171875,524.625,530.9500122070312,523.5,530.5,2451330
2015-12-09,488.1093444824219,523.7249755859375,528.5,522.4249877929688,523.5499877929688,1945308
2015-12-10,494.2371826171875,530.2999877929688,531.5999755859375,521.1500244140625,522.5,3257170
2015-12-11,487.59674072265625,523.1749877929688,530.2999877929688,521.0,530.0,1516960
2015-12-14,491.6510009765625,527.5250244140625,529.9249877929688,520.0499877929688,520.5,2939008
2015-12-15,493.7012634277344,529.7249755859375,531.2249755859375,522.6500244140625,526.5,2278708
2015-12-16,497.3594055175781,533.6500244140625,536.6749877929688,529.6749877929688,531.5,3421384
2015-12-17,503.3941650390625,540.125,542.0,532.5,536.9500122070312,2439006
2015-12-18,500.015625,536.5,542.5,534.25,542.5,1586064
2015-12-21,501.13409423828125,537.7000122070312,539.9500122070312,534.5250244140625,535.875,1548750
2015-12-22,496.9632873535156,533.2249755859375,538.25,532.0,537.25,1214768
2015-12-23,500.52825927734375,537.0499877929688,538.9749755859375,534.5750122070312,536.2999877929688,1506984
2015-12-24,500.4815368652344,537.0,538.2000122070312,534.1500244140625,538.0999755859375,1073176
2015-12-28,501.9960632324219,538.625,539.9500122070312,533.875,537.0,3877714
2015-12-29,502.3223876953125,538.9749755859375,539.9249877929688,535.6500244140625,539.4749755859375,2115806
2015-12-30,500.6214599609375,537.1500244140625,540.9749755859375,536.2750244140625,540.0,1056280
2015-12-31,504.27947998046875,541.0750122070312,542.4500122070312,537.5,537.5,4645004
2016-01-01,507.3551330566406,544.375,545.125,538.0750122070312,541.2000122070312,1597538
2016-01-04,498.8505859375,535.25,542.0,534.0499877929688,542.0,2593768
2016-01-05,495.07611083984375,531.2000122070312,537.4000244140625,530.6749877929688,535.0999755859375,1580436
2016-01-06,497.2661437988281,533.5499877929688,538.375,528.3250122070312,528.3250122070312,2082768
2016-01-07,492.1868896484375,528.0999755859375,532.4500122070312,524.8499755859375,530.0499877929688,3027714
2016-01-08,495.0527648925781,531.1749877929688,532.25,528.625,530.9749755859375,1744178
2016-01-11,493.30517578125,529.2999877929688,530.5,522.6500244140625,526.0250244140625,1644456
2016-01-12,487.8763427734375,523.4749755859375,531.9500122070312,521.75,531.9500122070312,2129368
2016-01-13,494.0274963378906,530.0750122070312,531.375,518.5,526.0,2257574
2016-01-14,489.18115234375,524.875,528.7000122070312,519.75,525.0750122070312,3139592
2016-01-15,485.6396484375,521.0750122070312,527.7249755859375,519.0499877929688,524.0,2708630
2016-01-18,478.0437927246094,512.9249877929688,520.7249755859375,510.5,517.8250122070312,3247694
2016-01-19,482.6805419921875,517.9000244140625,518.7750244140625,513.1500244140625,513.5999755859375,3202606
2016-01-20,474.5255126953125,509.1499938964844,554.0,503.95001220703125,512.5,4781794
2016-01-21,476.71575927734375,511.5,516.625,506.70001220703125,510.5,3150402
2016-01-22,480.1175231933594,515.1500244140625,522.125,511.0249938964844,512.8499755859375,2118142
2016-01-25,485.1736145019531,520.5750122070312,523.3499755859375,516.5250244140625,519.9749755859375,5071942
2016-01-27,482.61053466796875,517.8250122070312,524.3499755859375,516.5,524.2249755859375,2019734
2016-01-28,480.7698974609375,515.8499755859375,523.4500122070312,515.0,519.5,4975986
2016-01-29,489.2277526855469,524.9249877929688,527.4749755859375,517.5999755859375,517.5999755859375,2680092
2016-02-01,493.8411560058594,529.875,533.5,526.8499755859375,529.0,2304742
2016-02-02,491.0684814453125,526.9000244140625,532.625,525.0999755859375,532.5,3264314
2016-02-03,486.4317932128906,521.9249877929688,525.7000122070312,521.0,522.25,2425122
2016-02-04,488.92486572265625,524.5999755859375,527.4500122070312,522.7750244140625,524.0,2837996
2016-02-05,491.7441711425781,527.625,531.9000244140625,522.7999877929688,526.4000244140625,3761952
2016-02-08,482.7037658691406,517.9249877929688,529.0,515.1500244140625,527.5,1740962
2016-02-09,478.13702392578125,513.0250244140625,515.7750244140625,510.32501220703125,513.3499755859375,2767730
2016-02-10,472.0324401855469,506.4750061035156,515.0750122070312,505.04998779296875,511.95001220703125,3841140
2016-02-11,454.4876403808594,487.6499938964844,506.5,484.1000061035156,505.0,4401800
2016-02-12,452.6702880859375,485.70001220703125,493.2250061035156,483.0,489.5,6271072
2016-02-15,453.6954345703125,486.79998779296875,494.125,485.54998779296875,490.0,5456480
2016-02-16,453.6255187988281,486.7250061035156,491.0,481.0,490.75,3568048
2016-02-17,454.3012390136719,487.45001220703125,489.95001220703125,479.5,488.45001220703125,3751962
2016-02-18,461.0815124511719,494.7250061035156,495.625,488.5,493.0,3399928
2016-02-19,461.0115661621094,494.6499938964844,496.29998779296875,486.75,494.375,1664330
2016-02-22,460.7552795410156,494.375,498.0,491.5,491.5,2001198
2016-02-23,452.0411376953125,485.0249938964844,492.75,483.0,492.45001220703125,3039160
2016-02-24,442.511474609375,474.79998779296875,481.45001220703125,473.20001220703125,480.0,3231734
2016-02-25,439.27276611328125,471.32501220703125,478.625,469.1000061035156,477.0,4231598
2016-02-26,447.8238830566406,480.5,485.5,472.5,475.0,3104694
2016-02-29,452.8799133300781,485.92498779296875,491.29998779296875,464.0,480.54998779296875,4406376
2016-03-01,458.61175537109375,492.07501220703125,493.375,485.92498779296875,487.4750061035156,2161280
2016-03-02,469.35296630859375,503.6000061035156,505.45001220703125,497.5,499.0,3179488
2016-03-03,473.3838195800781,507.92498779296875,510.0,505.0,505.375,2305200
2016-03-04,475.57403564453125,510.2749938964844,512.4500122070312,496.54998779296875,507.7250061035156,2852312
2016-03-08,472.59161376953125,507.07501220703125,512.0,504.75,512.0,956844
2016-03-09,477.5545654296875,512.4000244140625,514.9500122070312,503.375,506.5,3264086
2016-03-10,475.9002380371094,510.625,512.875,505.04998779296875,512.4000244140625,1335696
2016-03-11,479.3718566894531,514.3499755859375,515.4000244140625,506.5,509.95001220703125,2365428
2016-03-14,478.8360290527344,513.7750244140625,518.9749755859375,512.625,514.0,1504328
2016-03-15,478.4398498535156,513.3499755859375,516.7000122070312,510.82501220703125,513.9500122070312,3845018
2016-03-16,480.18743896484375,515.2249755859375,517.125,509.4750061035156,513.5,2401774
2016-03-17,474.5721130371094,509.20001220703125,519.5,505.57501220703125,517.4749755859375,2556742
2016-03-18,479.2320861816406,514.2000122070312,516.0,507.67498779296875,511.4750061035156,2067534
2016-03-21,487.24725341796875,522.7999877929688,523.6749877929688,516.125,516.5,2659398
2016-03-22,491.0917663574219,526.9249877929688,528.2999877929688,520.3499755859375,523.25,2060132
2016-03-23,488.99481201171875,524.6749877929688,526.5250244140625,520.2750244140625,526.5250244140625,4232150
2016-03-28,488.1326904296875,523.75,526.5,520.8250122070312,522.5,5635434
2016-03-29,491.0684814453125,526.9000244140625,529.75,522.125,523.75,3366976
2016-03-30,496.2642822265625,532.4749755859375,534.9500122070312,526.9500122070312,529.0,3907190
2016-03-31,499.1535339355469,535.5750122070312,539.4500122070312,532.5250244140625,533.4249877929688,10040196
2016-04-01,496.03125,532.2249755859375,538.2000122070312,528.4000244140625,534.4000244140625,2579324
2016-04-04,498.1749572753906,534.5250244140625,536.4000244140625,532.0,532.5999755859375,3089980
2016-04-05,492.7693786621094,528.7249755859375,538.4500122070312,527.8250122070312,534.5,3331514
